driverCode,fullName,phone,email,licenseNumber,licenseExpiry,status,safetyScore,complianceScore
NEHUB-D-0122,Certification Driver NEHUB 0122,'+1-555-010-0122,cert.driver.nehub.0122@example.invalid,•••• 0122,,Available,92.00,95.00
NEHUB-D-0123,Certification Driver NEHUB 0123,'+1-555-010-0123,cert.driver.nehub.0123@example.invalid,•••• 0123,,Available,92.00,95.00
NEHUB-D-0124,Certification Driver NEHUB 0124,'+1-555-010-0124,cert.driver.nehub.0124@example.invalid,•••• 0124,,Available,92.00,95.00
NEHUB-D-0125,Certification Driver NEHUB 0125,'+1-555-010-0125,cert.driver.nehub.0125@example.invalid,•••• 0125,,Available,92.00,95.00
NEHUB-D-0126,Certification Driver NEHUB 0126,'+1-555-010-0126,cert.driver.nehub.0126@example.invalid,•••• 0126,,Available,92.00,95.00
NEHUB-D-0127,Certification Driver NEHUB 0127,'+1-555-010-0127,cert.driver.nehub.0127@example.invalid,•••• 0127,,Available,92.00,95.00
NEHUB-D-0128,Certification Driver NEHUB 0128,'+1-555-010-0128,cert.driver.nehub.0128@example.invalid,•••• 0128,,Available,92.00,95.00
NEHUB-D-0129,Certification Driver NEHUB 0129,'+1-555-010-0129,cert.driver.nehub.0129@example.invalid,•••• 0129,,Available,92.00,95.00
NEHUB-D-0130,Certification Driver NEHUB 0130,'+1-555-010-0130,cert.driver.nehub.0130@example.invalid,•••• 0130,,Available,92.00,95.00
NEHUB-D-0131,Certification Driver NEHUB 0131,'+1-555-010-0131,cert.driver.nehub.0131@example.invalid,•••• 0131,,Available,92.00,95.00
NEHUB-D-0132,Certification Driver NEHUB 0132,'+1-555-010-0132,cert.driver.nehub.0132@example.invalid,•••• 0132,,Available,92.00,95.00
NEHUB-D-0133,Certification Driver NEHUB 0133,'+1-555-010-0133,cert.driver.nehub.0133@example.invalid,•••• 0133,,Available,92.00,95.00
NEHUB-D-0134,Certification Driver NEHUB 0134,'+1-555-010-0134,cert.driver.nehub.0134@example.invalid,•••• 0134,,Available,92.00,95.00
NEHUB-D-0135,Certification Driver NEHUB 0135,'+1-555-010-0135,cert.driver.nehub.0135@example.invalid,•••• 0135,,Available,92.00,95.00
NEHUB-D-0136,Certification Driver NEHUB 0136,'+1-555-010-0136,cert.driver.nehub.0136@example.invalid,•••• 0136,,Available,92.00,95.00
NEHUB-D-0137,Certification Driver NEHUB 0137,'+1-555-010-0137,cert.driver.nehub.0137@example.invalid,•••• 0137,,Available,92.00,95.00
NEHUB-D-0138,Certification Driver NEHUB 0138,'+1-555-010-0138,cert.driver.nehub.0138@example.invalid,•••• 0138,,Available,92.00,95.00
NEHUB-D-0139,Certification Driver NEHUB 0139,'+1-555-010-0139,cert.driver.nehub.0139@example.invalid,•••• 0139,,Available,92.00,95.00
NEHUB-D-0140,Certification Driver NEHUB 0140,'+1-555-010-0140,cert.driver.nehub.0140@example.invalid,•••• 0140,,Available,92.00,95.00
NEHUB-D-0141,Certification Driver NEHUB 0141,'+1-555-010-0141,cert.driver.nehub.0141@example.invalid,•••• 0141,,Available,92.00,95.00
NEHUB-D-0142,Certification Driver NEHUB 0142,'+1-555-010-0142,cert.driver.nehub.0142@example.invalid,•••• 0142,,Available,92.00,95.00
NEHUB-D-0143,Certification Driver NEHUB 0143,'+1-555-010-0143,cert.driver.nehub.0143@example.invalid,•••• 0143,,Available,92.00,95.00
NEHUB-D-0144,Certification Driver NEHUB 0144,'+1-555-010-0144,cert.driver.nehub.0144@example.invalid,•••• 0144,,Available,92.00,95.00
NEHUB-D-0145,Certification Driver NEHUB 0145,'+1-555-010-0145,cert.driver.nehub.0145@example.invalid,•••• 0145,,Available,92.00,95.00
NEHUB-D-0146,Certification Driver NEHUB 0146,'+1-555-010-0146,cert.driver.nehub.0146@example.invalid,•••• 0146,,Available,92.00,95.00
NEHUB-D-0147,Certification Driver NEHUB 0147,'+1-555-010-0147,cert.driver.nehub.0147@example.invalid,•••• 0147,,Available,92.00,95.00
NEHUB-D-0148,Certification Driver NEHUB 0148,'+1-555-010-0148,cert.driver.nehub.0148@example.invalid,•••• 0148,,Available,92.00,95.00
NEHUB-D-0149,Certification Driver NEHUB 0149,'+1-555-010-0149,cert.driver.nehub.0149@example.invalid,•••• 0149,,Available,92.00,95.00
NEHUB-D-0150,Certification Driver NEHUB 0150,'+1-555-010-0150,cert.driver.nehub.0150@example.invalid,•••• 0150,,Available,92.00,95.00
NEHUB-D-0151,Certification Driver NEHUB 0151,'+1-555-010-0151,cert.driver.nehub.0151@example.invalid,•••• 0151,,Available,92.00,95.00
NEHUB-D-0152,Certification Driver NEHUB 0152,'+1-555-010-0152,cert.driver.nehub.0152@example.invalid,•••• 0152,,Available,92.00,95.00
NEHUB-D-0153,Certification Driver NEHUB 0153,'+1-555-010-0153,cert.driver.nehub.0153@example.invalid,•••• 0153,,Available,92.00,95.00
NEHUB-D-0154,Certification Driver NEHUB 0154,'+1-555-010-0154,cert.driver.nehub.0154@example.invalid,•••• 0154,,Available,92.00,95.00
NEHUB-D-0155,Certification Driver NEHUB 0155,'+1-555-010-0155,cert.driver.nehub.0155@example.invalid,•••• 0155,,Available,92.00,95.00
NEHUB-D-0156,Certification Driver NEHUB 0156,'+1-555-010-0156,cert.driver.nehub.0156@example.invalid,•••• 0156,,Available,92.00,95.00
NEHUB-D-0157,Certification Driver NEHUB 0157,'+1-555-010-0157,cert.driver.nehub.0157@example.invalid,•••• 0157,,Available,92.00,95.00
NEHUB-D-0158,Certification Driver NEHUB 0158,'+1-555-010-0158,cert.driver.nehub.0158@example.invalid,•••• 0158,,Available,92.00,95.00
NEHUB-D-0159,Certification Driver NEHUB 0159,'+1-555-010-0159,cert.driver.nehub.0159@example.invalid,•••• 0159,,Available,92.00,95.00
NEHUB-D-0160,Certification Driver NEHUB 0160,'+1-555-010-0160,cert.driver.nehub.0160@example.invalid,•••• 0160,,Available,92.00,95.00
NEHUB-D-0161,Certification Driver NEHUB 0161,'+1-555-010-0161,cert.driver.nehub.0161@example.invalid,•••• 0161,,Available,92.00,95.00
NEHUB-D-0162,Certification Driver NEHUB 0162,'+1-555-010-0162,cert.driver.nehub.0162@example.invalid,•••• 0162,,Available,92.00,95.00
NEHUB-D-0163,Certification Driver NEHUB 0163,'+1-555-010-0163,cert.driver.nehub.0163@example.invalid,•••• 0163,,Available,92.00,95.00
NEHUB-D-0164,Certification Driver NEHUB 0164,'+1-555-010-0164,cert.driver.nehub.0164@example.invalid,•••• 0164,,Available,92.00,95.00
NEHUB-D-0165,Certification Driver NEHUB 0165,'+1-555-010-0165,cert.driver.nehub.0165@example.invalid,•••• 0165,,Available,92.00,95.00
NEHUB-D-0166,Certification Driver NEHUB 0166,'+1-555-010-0166,cert.driver.nehub.0166@example.invalid,•••• 0166,,Available,92.00,95.00
NEHUB-D-0167,Certification Driver NEHUB 0167,'+1-555-010-0167,cert.driver.nehub.0167@example.invalid,•••• 0167,,Available,92.00,95.00
NEHUB-D-0168,Certification Driver NEHUB 0168,'+1-555-010-0168,cert.driver.nehub.0168@example.invalid,•••• 0168,,Available,92.00,95.00
NEHUB-D-0169,Certification Driver NEHUB 0169,'+1-555-010-0169,cert.driver.nehub.0169@example.invalid,•••• 0169,,Available,92.00,95.00
NEHUB-D-0170,Certification Driver NEHUB 0170,'+1-555-010-0170,cert.driver.nehub.0170@example.invalid,•••• 0170,,Available,92.00,95.00
NEHUB-D-0171,Certification Driver NEHUB 0171,'+1-555-010-0171,cert.driver.nehub.0171@example.invalid,•••• 0171,,Available,92.00,95.00
NEHUB-D-0172,Certification Driver NEHUB 0172,'+1-555-010-0172,cert.driver.nehub.0172@example.invalid,•••• 0172,,Available,92.00,95.00
NEHUB-D-0173,Certification Driver NEHUB 0173,'+1-555-010-0173,cert.driver.nehub.0173@example.invalid,•••• 0173,,Available,92.00,95.00
NEHUB-D-0174,Certification Driver NEHUB 0174,'+1-555-010-0174,cert.driver.nehub.0174@example.invalid,•••• 0174,,Available,92.00,95.00
NEHUB-D-0175,Certification Driver NEHUB 0175,'+1-555-010-0175,cert.driver.nehub.0175@example.invalid,•••• 0175,,Available,92.00,95.00
NEHUB-D-0176,Certification Driver NEHUB 0176,'+1-555-010-0176,cert.driver.nehub.0176@example.invalid,•••• 0176,,Available,92.00,95.00
NEHUB-D-0177,Certification Driver NEHUB 0177,'+1-555-010-0177,cert.driver.nehub.0177@example.invalid,•••• 0177,,Available,92.00,95.00
NEHUB-D-0178,Certification Driver NEHUB 0178,'+1-555-010-0178,cert.driver.nehub.0178@example.invalid,•••• 0178,,Available,92.00,95.00
NEHUB-D-0179,Certification Driver NEHUB 0179,'+1-555-010-0179,cert.driver.nehub.0179@example.invalid,•••• 0179,,Available,92.00,95.00
NEHUB-D-0180,Certification Driver NEHUB 0180,'+1-555-010-0180,cert.driver.nehub.0180@example.invalid,•••• 0180,,Available,92.00,95.00
NEHUB-D-0181,Certification Driver NEHUB 0181,'+1-555-010-0181,cert.driver.nehub.0181@example.invalid,•••• 0181,,Available,92.00,95.00
NEHUB-D-0182,Certification Driver NEHUB 0182,'+1-555-010-0182,cert.driver.nehub.0182@example.invalid,•••• 0182,,Available,92.00,95.00
NEHUB-D-0183,Certification Driver NEHUB 0183,'+1-555-010-0183,cert.driver.nehub.0183@example.invalid,•••• 0183,,Available,92.00,95.00
NEHUB-D-0184,Certification Driver NEHUB 0184,'+1-555-010-0184,cert.driver.nehub.0184@example.invalid,•••• 0184,,Available,92.00,95.00
NEHUB-D-0185,Certification Driver NEHUB 0185,'+1-555-010-0185,cert.driver.nehub.0185@example.invalid,•••• 0185,,Available,92.00,95.00
NEHUB-D-0186,Certification Driver NEHUB 0186,'+1-555-010-0186,cert.driver.nehub.0186@example.invalid,•••• 0186,,Available,92.00,95.00
NEHUB-D-0187,Certification Driver NEHUB 0187,'+1-555-010-0187,cert.driver.nehub.0187@example.invalid,•••• 0187,,Available,92.00,95.00
NEHUB-D-0188,Certification Driver NEHUB 0188,'+1-555-010-0188,cert.driver.nehub.0188@example.invalid,•••• 0188,,Available,92.00,95.00
NEHUB-D-0189,Certification Driver NEHUB 0189,'+1-555-010-0189,cert.driver.nehub.0189@example.invalid,•••• 0189,,Available,92.00,95.00
NEHUB-D-0190,Certification Driver NEHUB 0190,'+1-555-010-0190,cert.driver.nehub.0190@example.invalid,•••• 0190,,Available,92.00,95.00
NEHUB-D-0191,Certification Driver NEHUB 0191,'+1-555-010-0191,cert.driver.nehub.0191@example.invalid,•••• 0191,,Available,92.00,95.00
NEHUB-D-0192,Certification Driver NEHUB 0192,'+1-555-010-0192,cert.driver.nehub.0192@example.invalid,•••• 0192,,Available,92.00,95.00
NEHUB-D-0193,Certification Driver NEHUB 0193,'+1-555-010-0193,cert.driver.nehub.0193@example.invalid,•••• 0193,,Available,92.00,95.00
NEHUB-D-0194,Certification Driver NEHUB 0194,'+1-555-010-0194,cert.driver.nehub.0194@example.invalid,•••• 0194,,Available,92.00,95.00
NEHUB-D-0195,Certification Driver NEHUB 0195,'+1-555-010-0195,cert.driver.nehub.0195@example.invalid,•••• 0195,,Available,92.00,95.00
NEHUB-D-0196,Certification Driver NEHUB 0196,'+1-555-010-0196,cert.driver.nehub.0196@example.invalid,•••• 0196,,Available,92.00,95.00
NEHUB-D-0197,Certification Driver NEHUB 0197,'+1-555-010-0197,cert.driver.nehub.0197@example.invalid,•••• 0197,,Available,92.00,95.00
NEHUB-D-0198,Certification Driver NEHUB 0198,'+1-555-010-0198,cert.driver.nehub.0198@example.invalid,•••• 0198,,Available,92.00,95.00
NEHUB-D-0199,Certification Driver NEHUB 0199,'+1-555-010-0199,cert.driver.nehub.0199@example.invalid,•••• 0199,,Available,92.00,95.00
NEHUB-D-0200,Certification Driver NEHUB 0200,'+1-555-010-0200,cert.driver.nehub.0200@example.invalid,•••• 0200,,Available,92.00,95.00
NEHUB-D-0201,Certification Driver NEHUB 0201,'+1-555-010-0201,cert.driver.nehub.0201@example.invalid,•••• 0201,,Available,92.00,95.00
NEHUB-D-0202,Certification Driver NEHUB 0202,'+1-555-010-0202,cert.driver.nehub.0202@example.invalid,•••• 0202,,Available,92.00,95.00
NEHUB-D-0203,Certification Driver NEHUB 0203,'+1-555-010-0203,cert.driver.nehub.0203@example.invalid,•••• 0203,,Available,92.00,95.00
NEHUB-D-0204,Certification Driver NEHUB 0204,'+1-555-010-0204,cert.driver.nehub.0204@example.invalid,•••• 0204,,Available,92.00,95.00
NEHUB-D-0205,Certification Driver NEHUB 0205,'+1-555-010-0205,cert.driver.nehub.0205@example.invalid,•••• 0205,,Available,92.00,95.00
NEHUB-D-0206,Certification Driver NEHUB 0206,'+1-555-010-0206,cert.driver.nehub.0206@example.invalid,•••• 0206,,Available,92.00,95.00
NEHUB-D-0207,Certification Driver NEHUB 0207,'+1-555-010-0207,cert.driver.nehub.0207@example.invalid,•••• 0207,,Available,92.00,95.00
NEHUB-D-0208,Certification Driver NEHUB 0208,'+1-555-010-0208,cert.driver.nehub.0208@example.invalid,•••• 0208,,Available,92.00,95.00
NEHUB-D-0209,Certification Driver NEHUB 0209,'+1-555-010-0209,cert.driver.nehub.0209@example.invalid,•••• 0209,,Available,92.00,95.00
NEHUB-D-0210,Certification Driver NEHUB 0210,'+1-555-010-0210,cert.driver.nehub.0210@example.invalid,•••• 0210,,Available,92.00,95.00
NEHUB-D-0211,Certification Driver NEHUB 0211,'+1-555-010-0211,cert.driver.nehub.0211@example.invalid,•••• 0211,,Available,92.00,95.00
NEHUB-D-0212,Certification Driver NEHUB 0212,'+1-555-010-0212,cert.driver.nehub.0212@example.invalid,•••• 0212,,Available,92.00,95.00
NEHUB-D-0213,Certification Driver NEHUB 0213,'+1-555-010-0213,cert.driver.nehub.0213@example.invalid,•••• 0213,,Available,92.00,95.00
NEHUB-D-0214,Certification Driver NEHUB 0214,'+1-555-010-0214,cert.driver.nehub.0214@example.invalid,•••• 0214,,Available,92.00,95.00
NEHUB-D-0215,Certification Driver NEHUB 0215,'+1-555-010-0215,cert.driver.nehub.0215@example.invalid,•••• 0215,,Available,92.00,95.00
NEHUB-D-0216,Certification Driver NEHUB 0216,'+1-555-010-0216,cert.driver.nehub.0216@example.invalid,•••• 0216,,Available,92.00,95.00
NEHUB-D-0217,Certification Driver NEHUB 0217,'+1-555-010-0217,cert.driver.nehub.0217@example.invalid,•••• 0217,,Available,92.00,95.00
NEHUB-D-0218,Certification Driver NEHUB 0218,'+1-555-010-0218,cert.driver.nehub.0218@example.invalid,•••• 0218,,Available,92.00,95.00
NEHUB-D-0219,Certification Driver NEHUB 0219,'+1-555-010-0219,cert.driver.nehub.0219@example.invalid,•••• 0219,,Available,92.00,95.00
NEHUB-D-0220,Certification Driver NEHUB 0220,'+1-555-010-0220,cert.driver.nehub.0220@example.invalid,•••• 0220,,Available,92.00,95.00
NEHUB-D-0221,Certification Driver NEHUB 0221,'+1-555-010-0221,cert.driver.nehub.0221@example.invalid,•••• 0221,,Available,92.00,95.00
NEHUB-D-0222,Certification Driver NEHUB 0222,'+1-555-010-0222,cert.driver.nehub.0222@example.invalid,•••• 0222,,Available,92.00,95.00
NEHUB-D-0223,Certification Driver NEHUB 0223,'+1-555-010-0223,cert.driver.nehub.0223@example.invalid,•••• 0223,,Available,92.00,95.00
NEHUB-D-0224,Certification Driver NEHUB 0224,'+1-555-010-0224,cert.driver.nehub.0224@example.invalid,•••• 0224,,Available,92.00,95.00
NEHUB-D-0225,Certification Driver NEHUB 0225,'+1-555-010-0225,cert.driver.nehub.0225@example.invalid,•••• 0225,,Available,92.00,95.00
NEHUB-D-0226,Certification Driver NEHUB 0226,'+1-555-010-0226,cert.driver.nehub.0226@example.invalid,•••• 0226,,Available,92.00,95.00
NEHUB-D-0227,Certification Driver NEHUB 0227,'+1-555-010-0227,cert.driver.nehub.0227@example.invalid,•••• 0227,,Available,92.00,95.00
NEHUB-D-0228,Certification Driver NEHUB 0228,'+1-555-010-0228,cert.driver.nehub.0228@example.invalid,•••• 0228,,Available,92.00,95.00
NEHUB-D-0229,Certification Driver NEHUB 0229,'+1-555-010-0229,cert.driver.nehub.0229@example.invalid,•••• 0229,,Available,92.00,95.00
NEHUB-D-0230,Certification Driver NEHUB 0230,'+1-555-010-0230,cert.driver.nehub.0230@example.invalid,•••• 0230,,Available,92.00,95.00
NEHUB-D-0231,Certification Driver NEHUB 0231,'+1-555-010-0231,cert.driver.nehub.0231@example.invalid,•••• 0231,,Available,92.00,95.00
NEHUB-D-0232,Certification Driver NEHUB 0232,'+1-555-010-0232,cert.driver.nehub.0232@example.invalid,•••• 0232,,Available,92.00,95.00
NEHUB-D-0233,Certification Driver NEHUB 0233,'+1-555-010-0233,cert.driver.nehub.0233@example.invalid,•••• 0233,,Available,92.00,95.00
NEHUB-D-0234,Certification Driver NEHUB 0234,'+1-555-010-0234,cert.driver.nehub.0234@example.invalid,•••• 0234,,Available,92.00,95.00
NEHUB-D-0235,Certification Driver NEHUB 0235,'+1-555-010-0235,cert.driver.nehub.0235@example.invalid,•••• 0235,,Available,92.00,95.00
NEHUB-D-0236,Certification Driver NEHUB 0236,'+1-555-010-0236,cert.driver.nehub.0236@example.invalid,•••• 0236,,Available,92.00,95.00
NEHUB-D-0237,Certification Driver NEHUB 0237,'+1-555-010-0237,cert.driver.nehub.0237@example.invalid,•••• 0237,,Available,92.00,95.00
NEHUB-D-0238,Certification Driver NEHUB 0238,'+1-555-010-0238,cert.driver.nehub.0238@example.invalid,•••• 0238,,Available,92.00,95.00
NEHUB-D-0239,Certification Driver NEHUB 0239,'+1-555-010-0239,cert.driver.nehub.0239@example.invalid,•••• 0239,,Available,92.00,95.00
NEHUB-D-0240,Certification Driver NEHUB 0240,'+1-555-010-0240,cert.driver.nehub.0240@example.invalid,•••• 0240,,Available,92.00,95.00
NEHUB-D-0241,Certification Driver NEHUB 0241,'+1-555-010-0241,cert.driver.nehub.0241@example.invalid,•••• 0241,,Available,92.00,95.00
NEHUB-D-0242,Certification Driver NEHUB 0242,'+1-555-010-0242,cert.driver.nehub.0242@example.invalid,•••• 0242,,Available,92.00,95.00
NEHUB-D-0243,Certification Driver NEHUB 0243,'+1-555-010-0243,cert.driver.nehub.0243@example.invalid,•••• 0243,,Available,92.00,95.00
NEHUB-D-0244,Certification Driver NEHUB 0244,'+1-555-010-0244,cert.driver.nehub.0244@example.invalid,•••• 0244,,Available,92.00,95.00
NEHUB-D-0245,Certification Driver NEHUB 0245,'+1-555-010-0245,cert.driver.nehub.0245@example.invalid,•••• 0245,,Available,92.00,95.00
NEHUB-D-0246,Certification Driver NEHUB 0246,'+1-555-010-0246,cert.driver.nehub.0246@example.invalid,•••• 0246,,Available,92.00,95.00
NEHUB-D-0247,Certification Driver NEHUB 0247,'+1-555-010-0247,cert.driver.nehub.0247@example.invalid,•••• 0247,,Available,92.00,95.00
NEHUB-D-0248,Certification Driver NEHUB 0248,'+1-555-010-0248,cert.driver.nehub.0248@example.invalid,•••• 0248,,Available,92.00,95.00
NEHUB-D-0249,Certification Driver NEHUB 0249,'+1-555-010-0249,cert.driver.nehub.0249@example.invalid,•••• 0249,,Available,92.00,95.00
NEHUB-D-0250,Certification Driver NEHUB 0250,'+1-555-010-0250,cert.driver.nehub.0250@example.invalid,•••• 0250,,Available,92.00,95.00
